,title,text,date
543,"[도서] AI 챗GPT 디지털 예술가 되기 : 인공지능과 예술이 만나다, 누구나 쉽게 디지털 예술가 되기!","요즘에는 인공지능 AI 기술의 눈부신 발전으로 인해서 마우스 클릭 하나면 단 몇 분 만에 뛰어난 퀄리티의 작품들을 만들어낼 수 있는 순간이 찾아왔습니다. 실제로, 작년에는 AI로 그린 그림이나 소설 작품들이 공모전 등에서 우수한 성적을 거두면서 입상을 해서 큰 논란이 되기도 했죠. 처음에는 인공적인 느낌의 어색한 부분들이 자주 보여서 이것이 바로 AI의...",2024.05.16.
544,인공지능 미래 및 앙명선 그리고 AI 종류,"인공지능 접목 다양한 산업에 인공지능이 융합되고 있습니다. 지금은 인공지능이 없는 미래는 상상하기 어려운 상황에 직면했는데요. 의료, 금융, 마케팅, 제조, 헬스케어 등등 인공지능은 이미 우리 일상 생활에 빠르게 접목되고 있습니다. 현재의 ai는 이미 우리 사회에 많은 영향을 끼치고 있으며 앞으로의 미래에도 중요한 역할을 할 것입니다. 의 미래...",2024.05.24.
545,'인공지능학과' 진학 위한 세특 탐구주제,"인공지능에 대한 기본 지식 표현과 문제해결방법, 지능형 시스템 개발론, 탐색 방법과 학습 방법 등 인공지능 모델의 전반적인 이론에 대해 학습한다. ㆍ분산학습시스템 = 학습에 활용되는 근간 데이터 관리 프레임워크 및 기계학습 및 데이터분석 알고리즘 수행 프레임워크에 대해서 학습한다. 빅데이터 플랫폼과 더불어 최근 추세는 클라우드 및 기계학습 플랫폼으로...",1일 전
546,[상권분석전문가과정 31기 3주차 수업 예고] 인공지능을 이용한 상권분석,#상권분석 #인공지능활용 안녕하세요. 상권분석전문가과정 김영갑 교수입니다. 오늘은 다음주 화요일(5월 21일)에 진행하게 될 상권분석 31기 3주차 수업에 대한 간략한 안내를 드립니다. 3주차 수업의 핵심 주제는 인공지능을 활용한 상권분석입니다. 소상공인진흥공단의 상권정보시스템에서 조사한 데이터를 을 이용해서 분류하고 분석하는 방법을 자세하게...,2024.05.19.
547,AI부트캠프 인공지능 개발자 비전공자가 주목해야 하는 이유(국비지원),"반면 인공지능에 관련된 전공자 자체가 아직 없으며 AI 국비지원, AI 부트캠프도 찾아보기가 어렵습니다. 즉, 개발자 채용이 줄었다기 보다는 웹(프론트, 백엔드) 부문의 개발자 채용이 줄었으며 AI 개발자 채용은 매년 빠르게 늘어나고 있습니다. 그 밖에도 자율주행자동차 산업이 빠르게 성장하며 HW 코딩을 담당하는 임베디드 채용도 늘고 있어요. 개발자...",3주 전
548,"[진실 혹은 거짓] 인공지능, 인간의 오감까지 느낄 수 있다?","이러한 인공지능이 이제는 인간의 오감까지 느낄 수 있다? 오늘의 진실 혹은 거짓 주제는 인공지능과 인간의 오감에 대한 루머를 다루어 보려고 합니다. NIPA와 함께 알아볼까요? 인공지능, 인간의 오감까지 느낄 수 있다? , 인간의 오감까지 느낄 수 있다? 정답은, 거짓! 현재 로봇과 기술이 발달함에 따라 이 인간을 대신해 많은 일을 하고 있지만...",6일 전
549,인공지능 AI 블루투스 스피커 씽고 특징 기능,"인공지능 기술을 활용한 AI 스피커 제품으로, 음악 재생, 날씨 정보, 일정 관리 등 다양한 기능을 제공하며 어떤 특징이 있는지 살펴보겠습니다. 무선으로 연결되는 블루투스 스피커... 씽고 AI 스피커 제품은 인공지능 기술을 통해 사용자의 음성 명령을 인식하고 응답할 수 있는 특징을 가지고 있습니다. 예를 들어, ""씽고야, 오늘 날씨 어때?""라고 말하면 현재 위치의...",2024.03.11.
550,[2월 26일 마감시황] 인공지능(AI) 테마 추가 반등은 아직,"바탕으로 인공지능(AI) 테마가 주식시장 상승 모멘텀을 끌고 갈 것이란 기대가 높기는 하지만 본격적인 추가 반등은 아직 현실로 나타나지 않고 있음 '월가 공포지수' 변동성 지수(VIX)는 보합세 업종별로는 혼조세 테슬라가 포진한 임의소비재와 에너지, 엔비디아 등이 들어가 있는 기술업종이 상승 (AI) 시장 경쟁이 심화하는 가운데 검색시장...",2024.02.27.
551,포크링크 패션 인공지능 리퍼 재고상품 명품 브랜드 싸게 구매하는 법!,"이번에 리퍼 전문 쇼핑몰 패션 인공지능 기업 웨얼리가 만든 온라인 재고상품을 파는 온라인 패션 아울렛을 소개드릴게요! 국내 100여 브랜드 입점 외에도 발렌시아가 ,구찌, 톰브라운... 패션 인공지능 기업이라 국내 재고 외에 행외 재고까지 소싱하고 있어서 수시로 둘러보며 득템 기회 노려보고 있어요! 기반추천 시스템으로 패션 이미지를 분석해서 추천해...",4시간 전
552,"[행사: 한국언론학회 봄철 정기학술대회 참관기] 언론학 100년, 인공지능 시대 미디어의 미래를 준비하다","커뮤니케이션 철학과 사상 연구회 세션에서 박승일(서강대)은 인공지능이 인간 문명사에서 언어적 전회(linguistic turn)에 버금가는 인공적 전회(artificial turn)를 가져올 수 있으며, 인공지능, 언어, 기술적 존재로 이어지는 새로운 기술 철학을 구축할 필요가 있다고 주장했다. 미디어 심리 연구 100년의 성찰과 전망을 다룬 대주제 세션 발표에서 나은영(서강대)은 지난...",2주 전
553,인공지능학과 대학 탄탄한 진로준비,"인공지능학과 대학 탄탄한 진로준비 우리의 생활 반경에서 로봇청소기가 청소를 대신하고, 음식을 주문할 때 사람 대신, 로봇이 배달을 하는 현상들을 요즘엔 더 많이 찾아볼 수... 이런 분야로 공대 진학을 고려하고 계신다면, 학과 대학준비를 통해서 보다 나은 기술력을 배워나가고, 보안과 관련된 부분까지 연계하여 준비를 해본다면, 개인정보보호 분야와...",4일 전
554,(주)에버영피플 인공지능 데이터 활용 무료 교육생 모집 지원 절차,"[에버영피플] 인공지능 데이터 가공 전문가 되어 미래를 바꾸세요! 지금 바로 선착순 모집에 신청하세요 오늘은 주)에버영피플에서 인공지능 데이터 활용 무료 교육생 모집에 대해 알려드리겠습니다 인공지능 시대, 데이터는 미래를 움직이는 핵심 자원입니다 지금 바로 에버영피플의 데이터활용 교육 지원 모집에 참여하여 데이터 가공...",2주 전
555,AI × 인간지능의 시대 인공지능과 제대로 놀아보실래요?,"책과 함께 AI를 활용해 미래를 창조해보고, 각자의 분야에서 AI를 통해 '멋진' 미래를 이끌어 가길 바랄게요. AI × 인간지능의 시대 저자 김상균 출판 베가북스 발매 2024.04.17. * 마지막으로 좋은 책과 함께 할 수 있는 기회를 주신 김상균 교수님과 베가북스출판사분들에게 감사의 말씀을 남깁니다. #AIx인간지능의시대 #김상균교수 # #챗GPT #AI #오픈AI #베가북스",2024.04.13.
556,[생성형 인공지능] Suno AI(수노 ai) 누구나 무료로 노래를 만들 수 있는 플랫폼 사용법,"(인공지능 플랫폼이 대부분 외국에서 만든 것들이기 때문에 구글 계정을 활용하면 가입이 쉽습니다!) 가입이 완료되면, 왼쪽 메뉴에서 [만들다]를 클릭합니다. 이후 노래 설명을... Suno AI를 이용해서 자신만의 노래를 만들어 보세요. 과 더욱 친숙해지는 기회가 될 것입니다. 무료로 영상을 생성하는 플랫폼 Pika 활용법은 다음을 확인하세요! """,2024.04.27.
557,인공지능 반도체 관련주: 엔비디아 주식 주가 전망,인공지능 반도체 관련주 엔비디아의 영향은 이뿐만이 아니다. 최근 떠오르고 있는 전기차에도 지대한 영향을 미치고 있다. NVIDIA DRIVE 자율 주행 플랫폼 및 자동차 개발 계약 Jetson... 반도체 관련주 엔비디아 엔비디아 주가 근황 관련주 엔비디아 주가 엔비디아(NVIDIA)는 최근 어닝 서프라이즈를 통해 주가가 크게 상승하였다. 현재 엔비디아 주가는 762....,2024.02.23.
558,인공지능(AI) 기술의 발전은 놀라운 속도로,"인공지능(AI) 기술의 발전은 놀라운 속도로 진행되고 있으며, 특히 온디바이스 AI와 클라우드 AI는 현대 기술 환경에서 중요한 역할을 하고 있습니다. 이 두 기술은 각각의 장단점을 가지고 있으며, 사용자의 요구와 환경에 따라 적합한 선택이 달라질 수 있습니다. 온디바이스 AI는 기기 내부에서 독립적으로 작동하는 AI 시스템으로...",4주 전
559,"[2024 입결] 서강대 입결 ... 인공지능학과 교과 1.83, 학종 2.07, 전자공학 교과 1.39, 학종 1.81","[교과전형] 전자공학 1.39, 생명과학 1.4, 인공지능 1.83, 인문학부 1.63, 사회과학 1.42, 수학 1.67. 인공지능 학과가 낮은데, 2025 입시에서는 인공지능 학과가 좀 더 높아지지 않을가 생각합니다. 이에 반해 의대 증원으로 생명과학은 조금 낮아지지 않을까 싶습니다. [학종전형] 사회학과 1.98, 수학 2.15, 전자공학 1.81, 생명과 2.87 역시 학과가 많이...",2일 전
560,"2025년 인공지능 디지털교과서 도입 대비, 수학·영어·정보 교과 교수·학습 방안 논의","이후 교과별 학회 전문가, 교과연구회 및 전문적 학습공동체 등에서 활동하는 교원이 학교 현장에 적합한 교과별 인공지능(AI) 디지털교과서를 활용한 교수·학습 방법을 제안할 예정이다. 오석환 교육부차관은 “올해는 공교육 디지털 대전환을 위한 골든타임”이라고 말하며, “교실혁명의 주인공인 교사가 수업을 혁신할 수 있도록 맞춤 교원 연수와 함께 교과별...",2024.01.30.
561,AI 인공지능 반도체 수요 증가로 매출 급등한 파운드리 관련주 TSMC 주가,이는 AI 인공지능 반도체 수요 급증에 따른 것으로 분석되는데요. 반도체 파운드리란 무엇이고 자세한 TSMC 주가 강세 요인이 무엇인지 함께 살펴보도록 하겠습니다. [반도체... Verified Market Research의 자료에 따르면 글로벌 파운드리 시장 규모는 AI 반도체 시장 성장에 힘입어 2023년 825억 달러에서 연평균 7.6% 성장하며 2030년에는 1.368억에 달할 것으로...,2024.05.11.
562,인공지능폰 갤럭시Z 폴드6 S펜 탑재해 출시될까? 카메라 스펙과 소재 변화로 가벼워진 무게 그리고...,인공지능폰 갤럭시Z 폴드6가 출시되면 꾸준히 니즈가 있었던 S펜 탑재 여부에 관심이 많습니다. 아마도 인공지능폰 갤럭시Z 폴드6에 S펜이 탑재되어 출시된다면 매출량에 상당히 기여할 수 있지 않을까 싶습니다. 사실 S펜을 폰케이스에 장착하는 것은 영~ Flex되지 않고 불편하거든요. 7인치대의 대화면으로 한 번에 많은 콘텐츠를 볼 수 있는 매력 때문에 인기가...,2024.02.12.
563,AI 프로필 어플 캐럿 AI 사진 만들기 인공지능 후기,"그러면 친구 혹은 지인에게 링크를 받을 수 있는데요. URL을 지인에게 전달하여 어플을 사용하게 된다면 열쇠를 획득할 수 있습니다. 마무리 요즘, 퍼스널 브랜딩은 필수인데요. 캐럿을 활용하여 SNS 인스타, 블로그, 카카오톡 프로필 등 본인을 대표하는 포토를 만들어주시기 바랍니다. 자세한 내용은 아래 하단을 참고 바랍니다. 감사합니다. #",2024.03.28.
564,엔비디아 주가 실적 발표 주식액면분할 인공지능 대장주 젠슨황,"엔비디아 주가 실적 발표 주식액면분할 인공지능 대장주 젠슨황 인공지능AI대장주 엔비디아의 주가가 고공행진하고 있습니다. 역시 주가는 성장성과 수익, 기대심리로 오르는거라는 게 확인되고 있어요. 엔비디아1분기 실적 1분기 매출은 전년동기대비 262%증가한 260억달러, 조정 주당순이익EPS는 461%급증한 6.12 달러 입니다. 시장전망치를 아웃퍼폼했습니다. 그리고...",2024.05.23.
565,휴런 장외주식 혁신적인 인공지능 기술을 갖춘 기업,오늘은 뇌에 관련된 질환들이 인생에 걸림돌이 되지 않도록 혁신적인 인공지능 기술을 가진 휴런 장외주식에 대한 소식과 함께 회사의 정보 및 근황에 대해 말씀드리겠습니다. 이곳은 신경과 전문의의 주도를 통해 발전시킨 ' 헬스테크'로서 전문 임상의의 진단 로직을 AI 모델로 구현해서 의료 대응을 위한 해법을 제시하고 있는데요. 이곳만이 가진...,3주 전
566,"SOXL 투자 이유? 인공지능시대, 멀티모달 AI GPT-4o 등장했다는데요?",PURPOSE 블로그 목적 주식 투자자의 관점에서 꼭 확인해야할 인공지능시대 GPT-4o관련 소식에 대해서 공부및 정리후 나만의 노하우와 지식을 공유한다. 블로그 요약 1. 인공지능시대 멀티모달 AI GPT-4o에 대해서 알아본다. 2. ICE반도체지수 3배레버리지 SOXL에 대해서 알아본다. 3. SOXL 투자 관련 나만의 생각을 정리해본다. FIRST STORY 시대 멀티모달 AI GPT-4o...,3주 전
567,2024 월드IT쇼 첫날 방문기! 일상을 바꾸는 AI(인공지능)기술은?,"루하티는 인공지능 기반의 반려견 전용 헬스케어 디바이스를 선보였습니다. 집에서 누구나 강아지의 몸 상태를 체크할 수 있게 된 것이죠. 심장소리, 활동량, 체온 변화 등... 특히, 4D 푸드 프린팅 시스템은 인공지능 기반의 개인 맞춤 영양 제공시스템입니다. 영양 설문->영양 카트리->프린터->액상보틀의 프로세스로 맞춤 영양제를 제공받을 수 있는 것이죠. 사업...",2024.04.17.
568,‘인공지능’ 시대의 농업유전자원,‘인공지능’ 시대의 농업유전자원 농업유전자원센터는 데이터 라벨링을 통한 농업식물유전자원의 빅데이터 구축을 계속해 품종 육성 디지털화를 위한 기초자료를 제공해 나갈 계획이다. 최근 빈번하게 등장하는 신조어가 하나 있다. 바로 ‘데이터 라벨링(Data labeling)’이다. 사람이 만든 데이터를 (AI)이 인식할 수 있도록 각 데이터에 정보를 붙여주는...,2024.02.26.
569,인공지능 데이터라벨링 꾸준한 수입 올리는 법,"인공지능 데이터라벨링 꾸준한 수입 올리는 법 안녕하세요. 사진&IT 크리에이터 자유분방입니다. 데이터라벨링은 인공지능 모델이 학습할 수 있도록 데이터의 레이블을 지정하는 작업을 의미합니다. 이미지나 텍스트, 오디오, 비디오 등에 레이블을 지정하는 방식입니다. 2023년도 그렇고 챗GPT의 시대는 2024년에도 여전히 진행 중입니다. 대규모 언어모델이자 챗봇인...",2024.02.06.
570,엑셈 주가 전망 AI 인공지능으로 무장한 기업.,"데이터베이스를 비롯한 시스템 전 구간 성능 관리에서 클라우드, 인공지능, 빅데이터에 이르기까지 폭넓은 기술력으로 대한민국을 대표하는 IT기업이 있습니다. 바로... 지난 5월 1일부터 3일까지 진행된 ""국제 인공지능 대전 2024""에서 엑셈은 기술을 활용한 무중단 IT 운영을 지원하는 싸이 옵스(XAIOps)를 비롯한 제품들을 선보였으며 호평을...",2일 전
571,[강사 양성 과정] 대한민국 최초 소상공인 매출 증대를 위한 인공지능 활용 강사 과정 1기 개강 안내,"소상공인을 위한 인공지능 강의 전담 강사 양성 과정을 준비하고 있습니다. ""소상공인 매출 증대를 위한 인공지능 활용 전문가 과정""을 준비하고 있습니다 1기는 '소상공인 인공지능 활용법 전문 강사 양성'을 목적으로 진행합니다. 아래 강의 내용을 충분히 검토 후 수강신청서를 작성해 주시기 바랍니다. 수강 신청후 2일 이내 입금이 되지 않는 경우 미신청자로...",2주 전
572,"""창조적 시선""에서 기술 결정론에 대한 대목 공유와 인공지능에 대한 간단한 의견",그런데 방금 읽고 있는 대목 중에서 최근 인공지능 관련된 강의에서 강조한 내용(인공지능이라는 기술이 단순히 그 기술을 도입하는 것을 넘어 인공지능의 도입하려는 조직과 기업 문화를 바꿔야 한다)과 같은 맥락으로 읽을 수 있는 대목이 있어서 해당 부문을 공유하려고 합니다. 아래 글에서 등자 대신 을 바꾸고 등자로 미칠 영향에 대한 몇몇 대목을...,2024.04.10.
573,IMF가 정부에 AI 경고한 이유와 인공지능이 고용 및 노동시장에 가져오는 영향,그래서 이번 시간에는 IMF가 정부에 AI 경고한 이유와 인공지능이 고용과 노동시장에 미치는 영향을 알아보려고 합니다. IMF가 우려하는 이유 국제통화기금 IMF에서는 AI가 현재 노동시장에 혼란을 가져오고 불평등을 불러올 수 있는 것에 경고를 하며 모든 국가의 정부에서 대책 마련을 해야 한다고 촉구하고 있습니다. 또한 AI로 인해서 지능적인 로봇이 나오게 되면서...,1주 전
574,인공지능의 시대의 미래교육,"인공지능의 교육적 활용이 미칠 사회적 효과 (The Social Consequences of Al in Education) 앞에서 살펴보았듯이, 교육분야에서 인공지능 기술의 적용은 빠르게 증가하고 있다. 이 책에서는 현재 이용되고 있는 다양한 인공 지능 기술들과 점점 더 활용 가능성이 높아질 것으로 예상되는 기술에 대해 살펴보았다. AIED는 일정 부분 주목할 만한 성공을 달성했고, 활용...",2일 전
575,"인공지능 AI시대, 살아질 직업, 살아남을 직업? #피규어AI #챗GPT","인공지능 AI시대 살아질 직업, 살아남을 직업? #피규어AI #챗GPT 예전에는 인공지능과 로봇의 발달과 관련해 이런 말들이 있었습니다. “단순 노동은 로봇이 대체할 것이고 창의력을 발휘할 수 있는 직업이 살아남을 것이라.” 그런데 말이에요. 챗GPT를 비롯해 압도적인 성능을 발휘하는 이 등장하면서 위의 말이 사실과 좀 다르다는 생각 안 드나요? 의사...",2024.03.26.
576,"산업통상자원부, 인공지능(AI) 시대 산업전략 '열공 중'","산업통상자원부, 인공지능(AI) 시대 산업전략 '열공 중' 산업통상자원부 제1차 [AI 시대의 신(新) 산업정책] 전문가 간담회 산업통상자원부는 6.7.(금) 오전 10시 안덕근 장관 및 국내 기업·학계의 인공지능(AI) 분야 전문가들이 참석한 가운데 제1차 [ (AI) 시대의 신(新) 산업정책] 전문가 간담회를 개최하였다. 지난 5.8.(수) [AI 시대의 新 산업정책] 위원회...",3주 전
577,인공지능 자연어 번역 시스템 DeepL 뜻과 사용법,최근 인공지능을 공부하고 스터디를 하고 있다보니 많은 용어들이 생소하였는데요. 반복해서 DeepL을 사용하여 비지니스에 사용하시는 분들이 많고 자연어 번역 시스템으로 유명한 프로그램이기에 뜻과 함께 사용법등을 이해해보고자 합니다. DeepL 이란?뜻 DeepL은 독일의 한 회사에서 만든 번역 프로그램입니다. 이 프로그램은 (AI)을 사용해서 문장의...,2주 전
578,"AI 인공지능시대에 글은 그림은, 책은? - 볼로냐국제어린이도서전, 그림작가들의 벽 앞에서","평면작품을 입체로 만들어 도드라지게 하거나, 아예 인공 찰흙으로 조형을 만들어 붙이거나 작품과 큐알코드를 함께 두어 바로 다양한 제 작업으로 연결시키거나 한 다양한 방식으로... 그림도 몇 가지 키워드 텍스트로 금세 금세 만들어지는 일러스트의 시대가 되었어요. 심지어 ‘소라’라는 영상 제작 툴은, 영상도 실제와 거의 같이 만들어주어요....",2024.05.09.
579,AI 인공지능 관련주 한글과컴퓨터 주식 실적 및 주가 차트분석,"요즘 급등하고 있는 AI 인공지능 관련주 한 글과 컴퓨터 주식 실적 및 주가 차트에 관해 분석해 봅니다. 한글과컴퓨터 회사 소개 * 소프트웨어 개발 및 공급업을 목적으로 1990년 10월... 출처:네이버 금융 AI 인공지능 관련주 한글과컴퓨터 실적 분석 2023년 실적은 지난해 대비 매출액은 증가, 영업이익도 크게 증가했으나 당기순이익은 적자를 기록함. 2024년 실적...",2024.05.16.
580,2024년 월드IT쇼의 주제와 주인공은 인공지능(AI) 그리고 LG전자,심지어 인공지능을 이용해서 지뢰 탐지 하는 기술도 있더라고요. 실용화된 건 아니고 개발 단계입니다. 원리는 시각 정보를 이용해서 학습한 AI가 탐지를 하는 방식입니다. 2024년 ICT 기술 사업화 페스티벌도 함께 하고 있는데 여기는 관람객도 적고 관련 부스에서 적극적으로 설명도 하지 않는 등 대단히 게으르고 억지로 참가한 듯한 모습이 보여서 좀 아쉬웠습니다....,2024.04.18.
581,(장전시황)여전히 인공지능이 대세,"오늘 우리시장은 필라델피아 반도체 지수의 강세로 인해 갭상승 출발이 예상됩니다 하지만 너무 큰 갭상승은 결국 그자리를 내놓을 가능성이 높다고 보여집니다 특히 오늘 옵션만기일인만큼 유동성도 배제할수 없을듯 합니다 어제 미증시를 살펴보면 애플을 비롯해 엔비디아, arm, 브로드컴등 섹터가 강세를 보였습니다 결국 지금 믿을것은 섹터밖에...",2주 전
582,인공지능 LLM 개인정보보호 LMM보안 프라이빗 LLM CAPSULE 웹사이트,"인공지능 LLM CAPSULE웹사이트 모든 위험 요소를 한 번에 해결! LLM Capsule 은 사용자가 개인정보 및 민감 정보 노출걱정없이 LLM을 사용할 수있게 해주는 보안 솔루션이예요 기업과... 개인정보 보호가 가능한 인공지능 보안서비스 필수! LLM Capsule는 행정안전부의 '개인정보 비식별 조치 가이드라인'을 준수하며, 개인정보 보안에 거의 100%에 가까운 결과를...",4주 전
583,보이스레코더 플라우드 노트 통화녹음 소형녹음기 챗GPT 인공지능 Plaud Note,"보이스레코더 플라우드 노트 통화녹음 소형녹음기 챗GPT 인공지능 Plaud Note 안녕하세요. 사진&IT 크리에이터 자유분방입니다. 챗GPT가 공개된 이후로 다양한 분야에 인공지능 AI가 적용이 되고 있습니다. 생각지도 못했던 다양한 분야에 AI, 챗GPT 등이 사용이 되는 모습을 쉽게 볼 수 있는데요. 심지어 소형 녹음기, 보이스레코더에도 챗GPT가 적용이 되어 출시가...",2024.04.24.
584,인공지능 AI 반도체 관련주 미국 국내 (1편),"인공지능 AI 반도체 관련주 미국, 국내 미국 엔비디아 주가가 연일 폭등하고 있어서 AI 반도체에 대해 이야기를 해보려고 합니다. AI 반도체를 글 한편에 모두 설명하기에는 얽혀 있는 기업들도 많고 그 먹이 사슬을 이해하는 데만 해도 너무 정보가 방대하기 때문에 앞으로 AI 반도체 글을 시리즈 형식으로 나눠서 올릴 생각입니다~ 1. AI 가 대세 * 현재...",2024.02.17.
585,출판사에서 인공 지능을 활용하는 사례,"인공 지능을 활용해 만든 책 표지 <아버지의 마지막 골프 레슨> 북스톤의 책 중에 인공 지능을 활용한 표지가 있다는 사실, 알고 계시나요? 그 주인공은 바로 <아버지의 마지막 골프 레슨>입니다. 제목과 마찬가지로 표지도 책의 분위기를 한 번에 소개할 수 있어야 하죠. 아버지와 함께 골프 필드에 나가 있는 책 표지의 이미지는 바로 으로 만든 그림이랍니다....",4일 전
586,[생성형 인공지능] 미드저니(Midjourney)에서 캐릭터 일관성을 유지하는 방법,"이미지 생성 인공지능에서 가장 어려운 것 중에 하나가 생성된 이미지와 동일한 캐릭터를 사용하는 것입니다. 기존에는 유사한 이미지를 생성할 수 있어, 이미지 생성의... 그럼 미드저니를 활용해 웹툰, 인공지능 광고 모델, 가수, 인플루언서 등 다양한 캐릭터가 생성될 것입니다. 지금까지 미드저니에서 캐릭터 일관성을 유지하는...",2024.04.21.
587,애플 iOS 18 출시일 언제? 인공지능 기능 탑재 예상!,"그 이유는 애플의 새로운 OS에는 늘 새로운 기능이 탑재되고 있으며, 특히 이번 버전의 경우 다양한 인공지능 기능들이 탑재될 것으로 예상되고 있기 때문입니다. 그래서 오늘은... 이번 버전의 핵심은 역시 인공지능 기능이라고 할 수 있습니다. 현재 시장에서는 애플이 이번 버전부터 온디바이스 AI 기능을 제공할 것으로 예상하고 있는데요. 대표적으로 Siri 개선...",2024.04.28.
588,투자자들의 마음을 사로잡은 인공지능 블록체인 솔루션,인공지능과 블록체인 기술을 결합한 솔루션의 개발과 암호화폐 분야에 참여하는 기관 투자자를 대상으로 한 상품이 증가하면서 투자자들을 끌어들이고 있습니다. 아래는... 두바이에 설립된 이 스타트업은 탈중앙화된 인공지능 모델을 사용하여 투명성과 편향성 등 기존 신용 평가 시스템의 단점을 해결합니다. 이번 라운드에는 글로벌 투자사인...,2024.03.19.
589,"고품질 이미지 생성 인공지능, SeaArt AI를 아시나요?","고품질 이미지 생성 인공지능, SeaArt AI를 아시나요? SeaArt AI는 다양한 AI 기반의 예술 생성 도구를 제공하는 플랫폼입니다. 이 플랫폼은 사용자가 텍스트 설명으로부터 고품질 이미지를 생성할 수 있도록 지원하는 여러 AI 모델과 도구를 갖추고 있습니다. SeaArt AI는 특히 그래픽 디자이너, 아티스트 및 콘텐츠 제작자에게 매력적인 선택지를 제공합니다. 주요...",2024.04.28.
590,AI 인공지능 관련주 엔비디아 강세 이유와 국내 엔비디아 관련주,"[AI 인공지능 관련주 엔비디아 강세 요인] 전날 장 마감 후 실적을 발표한 구글과 마이크로소프트는 어닝 서프라이즈를 공개하며 각각 +9.96%, +1.82% 상승했습니다. Google과 Microsoft의 실적 발표는 AI 인공지능 관련주 엔비디아에도 긍정적인 영향을 미치며 주가가 +6.18% 올랐습니다. 마이크로소프트는 컨퍼런스콜을 통해 클라우드 및 AI 제품을 지원하기 위한...",2024.04.27.
591,'LG전자' 주식 분석! AI 인공지능 산업 수혜?,특히 거래량이 폭발한 5월 28일에 개인이 엄청난 매도세를 기록했죠. 오늘은 LG전자 기업에 대해 함께 알아보았는데요~ 인공지능 AI 수혜주로 평가를 받으며 주가가 많이 상승을 했습니다! 올해 2024년 실적도 긍정적으로 보여 주식이 더 오르게 될지 궁금하네요. 관련 내용 확인하기! ▼ ▼ ▼ ▼ ▼ ▼ ▼,4주 전
592,"AI의 모든 것, AI EXPO KOREA 2024 국제인공지능대전 전격 분석! 기업 및 기관의 AI 활용과 보안","<행사 개요> 행사명 : AI EXPO KOREA 2024 (국제인공지능대전) 일시 : 2024년 5월 1일(수) ~ 3일(금) 10:00 ~ 17:00 장소 : 서울 COEX 3층 HALL D 개최 규모 : 약 300개사 500부스 주최/주관 : (사)한국인공지능협회, ㈜서울메쎄, 신문 제7회 AI EXPO KOREA 2024 (국제대전)이 5월 1일부터 3일까지 총 3일간 서울 COEX 3층 D홀에서 성황리에 개최됐습니다....",2024.05.09.
593,수십 년 동안 편안하게 매수하고 보유할 인공지능(AI) ETF 2가지- QQQ와 CHAT,"인공지능은 세계 경제에 15조 달러의 경제적 가치를 더할 수 있습니다. 인공지능(AI)에 대한 과대광고는 지난 18개월 동안 과장되어 왔습니다. AI가 세상에 나온 지 수년이 지났지만, 최근 기술의 발전으로 인해 AI는 투자 잠재력 측면에서 아직 초기 단계에 머물러 있습니다. 투자자들은 앞으로 몇 년 동안 더 많은 변화를 기대해야 합니다. 일부...",2주 전
594,WIS 월드IT쇼 2024 인공지능(AI)의 미래를 확인하는 4월 IT전시회,"'인공지능(AI)'는 헬스케어, 자율 주행, 금융 서비스, 쇼핑, 제조업 등 다양한 분야에서 활발하게 사용되고 있다. 지난 몇 년전 까지만 하더라도 간단하게 콘텐츠를 추천하면서... 이렇듯 AI는 짧은 기간에 우리의 미래 변화를 예고하며, 많은 기업과 소비자가 일상에 을 접목해 효율성을 어떻게 향상시킬 수 있을지에 큰 관심을 기울이고 있다. 미래를...",2024.04.06.
595,자동으로 PPT를 만들어주는 Gamma app (인공지능),"© CoolPubilcDomains, 출처 OGQ 요즘은 생성형 인공지능의 시대다. 특히 chat gpt를 사용하지 않으면 정말 심각하다는 느낌이 들 때도 있는데, 특히 유사한 서비스들이 많아지면서 업무 자체가 많이 단축되고 자동화되는 것 같다. 오늘은 많은 업무 중 파워포인트를 빠르고 쉽게 자동으로 만들어주는 웹 사이트, Gamma app에 대해 알아보도록 하자. 우선은 chat gpt에서...",2024.02.05.
596,AI 인공지능 관련주 TOP 10 미국주식에 투자하는 국내 ETF,"(페이스북, 애플, 아마존, 넷플릭스, 구글) 최근에는 AI 위주의 투자가 주목받으면서 FAANG에서 넷플릭스가 제외되고 최대 AI 인공지능 관련주 엔비디아, 테슬라, 마이크로소프트가 포함된 'M7'(Magnificent7)이라는 용어를 많이 사용하고 있습니다. 하지만 M7 기업이라고해서 모두 주가 상승을 기록하고 있는 것은 아닙니다. 실제로 최대 관련주 엔비디아가...",2024.03.06.
597,"아이폰, 아이패드, 맥 챗GPT 쓴다 애플 인공지능 인텔리전스 공개","다양한 디바이스의 OS가 발표되는 자리였지만 그보다 더 많은 사용자들이 궁금했던 애플의 인공지능에 대한 이야기를 들을 수 있었는데요. 강력한 생성형 AI 모델이 애플의 다양한 디바이스에 탑재된다고 보면 될 것 같습니다. 애플은 애플 인텔리전스라고 명명하고 iPhone, iPad, Mac을 위한 개인용 시스템의 업그레이드를 이야기 한 것이죠....",2주 전
